Country_uk|City_uk|AccentCity_uk|Region_uk|Population_uk|Latitude_uk|Longitude_uk|geopoint_uk|processed_city|Country_usa|City_usa|AccentCity_usa|Region_usa|Population_usa|Latitude_usa|Longitude_usa|geopoint_usa|uk_latitude|uk_longitude
gb|weston|Weston|J7||53.916667000000004|-1.7333330000000002|53.916667,-1.733333|weston|us|weston|Weston|OH||41.3447222|-83.79722220000001|41.3447222,-83.7972222|54.218442|-13.4312755
gb|weston|Weston|J7||53.916667000000004|-1.7333330000000002|53.916667,-1.733333|weston|us|weston|Weston|LA||32.243888899999995|-92.6133333|32.2438889,-92.6133333|54.218442|-13.4312755
gb|weston|Weston|J7||53.916667000000004|-1.7333330000000002|53.916667,-1.733333|weston|us|weston|Weston|SC||33.8727778|-80.8169444|33.8727778,-80.8169444|54.218442|-13.4312755
gb|weston|Weston|J7||53.916667000000004|-1.7333330000000002|53.916667,-1.733333|weston|us|weston|Weston|GA||31.975833299999998|-84.615|31.9758333,-84.615|54.218442|-13.4312755
gb|weston|Weston|J7||53.916667000000004|-1.7333330000000002|53.916667,-1.733333|weston|us|weston|Weston|WI|13080.0|44.8908333|-89.5475|44.8908333,-89.5475|54.218442|-13.4312755
gb|weston|Weston|J7||53.916667000000004|-1.7333330000000002|53.916667,-1.733333|weston|us|weston|Weston|TX||33.3488889|-96.6691667|33.3488889,-96.6691667|54.218442|-13.4312755
gb|weston|Weston|J7||53.916667000000004|-1.7333330000000002|53.916667,-1.733333|weston|us|weston|Weston|WY||44.6369444|-105.33555559999999|44.6369444,-105.3355556|54.218442|-13.4312755
gb|weston|Weston|J7||53.916667000000004|-1.7333330000000002|53.916667,-1.733333|weston|us|weston|Weston|NY||42.4208333|-77.075|42.4208333,-77.075|54.218442|-13.4312755
gb|weston|Weston|J7||53.916667000000004|-1.7333330000000002|53.916667,-1.733333|weston|us|weston|Weston|NE||41.194166700000004|-96.7425|41.1941667,-96.7425|54.218442|-13.4312755
gb|weston|Weston|J7||53.916667000000004|-1.7333330000000002|53.916667,-1.733333|weston|us|weston|Weston|AL||34.1597222|-88.0319444|34.1597222,-88.0319444|54.218442|-13.4312755
gb|weston|Weston|J7||53.916667000000004|-1.7333330000000002|53.916667,-1.733333|weston|us|weston|Weston|MO||39.41111110000001|-94.90138890000001|39.4111111,-94.9013889|54.218442|-13.4312755
gb|weston|Weston|J7||53.916667000000004|-1.7333330000000002|53.916667,-1.733333|weston|us|weston|Weston|FL|68254.0|26.1|-80.4|26.1,-80.4|54.218442|-13.4312755
gb|weston|Weston|J7||53.916667000000004|-1.7333330000000002|53.916667,-1.733333|weston|us|weston|Weston|ID||42.0372222|-111.97861110000001|42.0372222,-111.9786111|54.218442|-13.4312755
gb|weston|Weston|J7||53.916667000000004|-1.7333330000000002|53.916667,-1.733333|weston|us|weston|Weston|PA||40.9413889|-76.1425|40.9413889,-76.1425|54.218442|-13.4312755
gb|weston|Weston|J7||53.916667000000004|-1.7333330000000002|53.916667,-1.733333|weston|us|weston|Weston|WV||39.0383333|-80.4675|39.0383333,-80.4675|54.218442|-13.4312755
gb|weston|Weston|J7||53.916667000000004|-1.7333330000000002|53.916667,-1.733333|weston|us|weston|Weston|IL||40.7472222|-88.6219444|40.7472222,-88.6219444|54.218442|-13.4312755
gb|weston|Weston|J7||53.916667000000004|-1.7333330000000002|53.916667,-1.733333|weston|us|weston|Weston|CT||41.2008333|-73.3811111|41.2008333,-73.3811111|54.218442|-13.4312755
gb|weston|Weston|J7||53.916667000000004|-1.7333330000000002|53.916667,-1.733333|weston|us|weston|Weston|OR||45.813888899999995|-118.4236111|45.8138889,-118.4236111|54.218442|-13.4312755
gb|weston|Weston|J7||53.916667000000004|-1.7333330000000002|53.916667,-1.733333|weston|us|weston|Weston|MI||41.7702778|-84.09777779999999|41.7702778,-84.0977778|54.218442|-13.4312755
gb|weston|Weston|J7||53.916667000000004|-1.7333330000000002|53.916667,-1.733333|weston|us|weston|Weston|CO||37.1327778|-104.8483333|37.1327778,-104.8483333|54.218442|-13.4312755
gb|weston|Weston|J7||53.916667000000004|-1.7333330000000002|53.916667,-1.733333|weston|us|weston|Weston|KY||37.4725|-88.0727778|37.4725,-88.0727778|54.218442|-13.4312755
gb|weston|Weston|J7||53.916667000000004|-1.7333330000000002|53.916667,-1.733333|weston|us|weston|Weston|MN||45.188888899999995|-92.9844444|45.1888889,-92.9844444|54.218442|-13.4312755
gb|weston|Weston|J7||53.916667000000004|-1.7333330000000002|53.916667,-1.733333|weston|us|weston|Weston|VT||43.2911111|-72.79361109999999|43.2911111,-72.7936111|54.218442|-13.4312755
gb|weston|Weston|J7||53.916667000000004|-1.7333330000000002|53.916667,-1.733333|weston|us|weston|Weston|NJ||40.535|-74.59111109999999|40.535,-74.5911111|54.218442|-13.4312755
gb|weston|Weston|J7||53.916667000000004|-1.7333330000000002|53.916667,-1.733333|weston|us|weston|Weston|ME||45.73305560000001|-67.87861109999999|45.7330556,-67.8786111|54.218442|-13.4312755
gb|weston|Weston|J7||53.916667000000004|-1.7333330000000002|53.916667,-1.733333|weston|us|weston|Weston|IA||41.3408333|-95.74083329999999|41.3408333,-95.7408333|54.218442|-13.4312755
gb|weston|Weston|J7||53.916667000000004|-1.7333330000000002|53.916667,-1.733333|weston|us|weston|Weston|MA|11682.0|42.3666667|-71.3036111|42.3666667,-71.3036111|54.218442|-13.4312755
gb|ramsgate|Ramsgate|G5|38624.0|51.333333|1.433333|51.333333,1.433333|ramsgate|us|ramsgate|Ramsgate|VA||37.533888899999994|-77.5994444|37.5338889,-77.5994444|54.218442|-13.4312755
gb|hayes|Hayes|B8||51.366667|0.016666999999999002|51.366667,0.016667|hayes|us|hayes|Hayes|IL||39.8625|-88.28111109999999|39.8625,-88.2811111|54.218442|-13.4312755
gb|hayes|Hayes|B8||51.366667|0.016666999999999002|51.366667,0.016667|hayes|us|hayes|Hayes|VA||37.2780556|-76.5041667|37.2780556,-76.5041667|54.218442|-13.4312755
gb|hayes|Hayes|B8||51.366667|0.016666999999999002|51.366667,0.016667|hayes|us|hayes|Hayes|NC||35.9725|-78.8644444|35.9725,-78.8644444|54.218442|-13.4312755
gb|hayes|Hayes|B8||51.366667|0.016666999999999002|51.366667,0.016667|hayes|us|hayes|Hayes|CA||34.0741667|-118.02194440000001|34.0741667,-118.0219444|54.218442|-13.4312755
gb|hayes|Hayes|B8||51.366667|0.016666999999999002|51.366667,0.016667|hayes|us|hayes|Hayes|AL||31.5027778|-85.0727778|31.5027778,-85.0727778|54.218442|-13.4312755
gb|hayes|Hayes|B8||51.366667|0.016666999999999002|51.366667,0.016667|hayes|us|hayes|Hayes|WA||45.9316667|-122.6761111|45.9316667,-122.6761111|54.218442|-13.4312755
gb|hayes|Hayes|B8||51.366667|0.016666999999999002|51.366667,0.016667|hayes|us|hayes|Hayes|SD||44.3702778|-101.02111109999998|44.3702778,-101.0211111|54.218442|-13.4312755
gb|hayes|Hayes|B8||51.366667|0.016666999999999002|51.366667,0.016667|hayes|us|hayes|Hayes|KY||38.648611100000004|-84.36583329999999|38.6486111,-84.3658333|54.218442|-13.4312755
gb|hayes|Hayes|B8||51.366667|0.016666999999999002|51.366667,0.016667|hayes|us|hayes|Hayes|GA||34.356944399999996|-83.8180556|34.3569444,-83.8180556|54.218442|-13.4312755
gb|hayes|Hayes|B8||51.366667|0.016666999999999002|51.366667,0.016667|hayes|us|hayes|Hayes|WI||44.9997222|-88.42277779999999|44.9997222,-88.4227778|54.218442|-13.4312755
gb|hayes|Hayes|B8||51.366667|0.016666999999999002|51.366667,0.016667|hayes|us|hayes|Hayes|LA||30.108611100000005|-92.92|30.1086111,-92.92|54.218442|-13.4312755
gb|brent|Brent|D4||50.433333000000005|-3.833333|50.433333,-3.833333|brent|us|brent|Brent|LA||32.85805560000001|-93.9819444|32.8580556,-93.9819444|54.218442|-13.4312755
gb|brent|Brent|D4||50.433333000000005|-3.833333|50.433333,-3.833333|brent|us|brent|Brent|GA||32.9816667|-84.0102778|32.9816667,-84.0102778|54.218442|-13.4312755
gb|brent|Brent|D4||50.433333000000005|-3.833333|50.433333,-3.833333|brent|us|brent|Brent|OK||35.3677778|-94.7933333|35.3677778,-94.7933333|54.218442|-13.4312755
gb|brent|Brent|D4||50.433333000000005|-3.833333|50.433333,-3.833333|brent|us|brent|Brent|MO||36.3641667|-89.7355556|36.3641667,-89.7355556|54.218442|-13.4312755
gb|brent|Brent|D4||50.433333000000005|-3.833333|50.433333,-3.833333|brent|us|brent|Brent|KY||39.0547222|-84.4336111|39.0547222,-84.4336111|54.218442|-13.4312755
gb|brent|Brent|D4||50.433333000000005|-3.833333|50.433333,-3.833333|brent|us|brent|Brent|PA||41.1136111|-80.16722220000001|41.1136111,-80.1672222|54.218442|-13.4312755
gb|brent|Brent|D4||50.433333000000005|-3.833333|50.433333,-3.833333|brent|us|brent|Brent|SC||34.0194444|-80.3702778|34.0194444,-80.3702778|54.218442|-13.4312755
gb|brent|Brent|D4||50.433333000000005|-3.833333|50.433333,-3.833333|brent|us|brent|Brent|AL||32.9372222|-87.1647222|32.9372222,-87.1647222|54.218442|-13.4312755
gb|brent|Brent|D4||50.433333000000005|-3.833333|50.433333,-3.833333|brent|us|brent|Brent|FL|22735.0|30.468611100000004|-87.23611109999999|30.4686111,-87.2361111|54.218442|-13.4312755
gb|stockbridge|Stockbridge|F2||51.1|-1.483333|51.1,-1.483333|stockbridge|us|stockbridge|Stockbridge|GA|12379.0|33.5441667|-84.23388890000001|33.5441667,-84.2338889|54.218442|-13.4312755
gb|stockbridge|Stockbridge|F2||51.1|-1.483333|51.1,-1.483333|stockbridge|us|stockbridge|Stockbridge|NY||42.991111100000005|-75.5997222|42.9911111,-75.5997222|54.218442|-13.4312755
gb|stockbridge|Stockbridge|F2||51.1|-1.483333|51.1,-1.483333|stockbridge|us|stockbridge|Stockbridge|VT||43.78611110000001|-72.7541667|43.7861111,-72.7541667|54.218442|-13.4312755
gb|stockbridge|Stockbridge|F2||51.1|-1.483333|51.1,-1.483333|stockbridge|us|stockbridge|Stockbridge|MA||42.2875|-73.3208333|42.2875,-73.3208333|54.218442|-13.4312755
gb|stockbridge|Stockbridge|F2||51.1|-1.483333|51.1,-1.483333|stockbridge|us|stockbridge|Stockbridge|MI||42.451111100000006|-84.1805556|42.4511111,-84.1805556|54.218442|-13.4312755
gb|stockbridge|Stockbridge|F2||51.1|-1.483333|51.1,-1.483333|stockbridge|us|stockbridge|Stockbridge|WI||44.0716667|-88.29888890000001|44.0716667,-88.2988889|54.218442|-13.4312755
gb|dumfries|Dumfries|U2|30656.0|55.066667|-3.55|55.066667,-3.55|dumfries|us|dumfries|Dumfries|VA||38.5675|-77.3283333|38.5675,-77.3283333|54.218442|-13.4312755
gb|dumfries|Dumfries|U2|30656.0|55.066667|-3.55|55.066667,-3.55|dumfries|us|dumfries|Dumfries|IA||41.186944399999994|-95.73777779999999|41.1869444,-95.7377778|54.218442|-13.4312755
gb|dumfries|Dumfries|U2|30656.0|55.066667|-3.55|55.066667,-3.55|dumfries|us|dumfries|Dumfries|MN||44.345|-92.12|44.345,-92.12|54.218442|-13.4312755
gb|saltaire|Saltaire|B4||53.833332999999996|-1.7833329999999992|53.833333,-1.783333|saltaire|us|saltaire|Saltaire|NC||36.1688889|-75.7530556|36.1688889,-75.7530556|54.218442|-13.4312755
gb|saltaire|Saltaire|B4||53.833332999999996|-1.7833329999999992|53.833333,-1.783333|saltaire|us|saltaire|Saltaire|NY||40.6361111|-73.19722220000001|40.6361111,-73.1972222|54.218442|-13.4312755
gb|crawford|Crawford|W5||55.466667|-3.65|55.466667,-3.65|crawford|us|crawford|Crawford|GA||33.8827778|-83.15472220000001|33.8827778,-83.1547222|54.218442|-13.4312755
gb|crawford|Crawford|W5||55.466667|-3.65|55.466667,-3.65|crawford|us|crawford|Crawford|NY||41.65555560000001|-74.32861109999999|41.6555556,-74.3286111|54.218442|-13.4312755
gb|crawford|Crawford|W5||55.466667|-3.65|55.466667,-3.65|crawford|us|crawford|Crawford|WA||45.80305560000001|-122.4836111|45.8030556,-122.4836111|54.218442|-13.4312755
gb|crawford|Crawford|W5||55.466667|-3.65|55.466667,-3.65|crawford|us|crawford|Crawford|AR||36.1766667|-92.91027779999999|36.1766667,-92.9102778|54.218442|-13.4312755
gb|crawford|Crawford|W5||55.466667|-3.65|55.466667,-3.65|crawford|us|crawford|Crawford|MS||33.3013889|-88.6147222|33.3013889,-88.6147222|54.218442|-13.4312755
gb|crawford|Crawford|W5||55.466667|-3.65|55.466667,-3.65|crawford|us|crawford|Crawford|MO||40.4747222|-92.2752778|40.4747222,-92.2752778|54.218442|-13.4312755
gb|crawford|Crawford|W5||55.466667|-3.65|55.466667,-3.65|crawford|us|crawford|Crawford|CO||38.703888899999995|-107.60833329999998|38.7038889,-107.6083333|54.218442|-13.4312755
gb|crawford|Crawford|W5||55.466667|-3.65|55.466667,-3.65|crawford|us|crawford|Crawford|KY||37.194444399999995|-83.9519444|37.1944444,-83.9519444|54.218442|-13.4312755
gb|crawford|Crawford|W5||55.466667|-3.65|55.466667,-3.65|crawford|us|crawford|Crawford|IN||38.845833299999995|-86.3972222|38.8458333,-86.3972222|54.218442|-13.4312755
gb|crawford|Crawford|W5||55.466667|-3.65|55.466667,-3.65|crawford|us|crawford|Crawford|KS||38.5133333|-98.0347222|38.5133333,-98.0347222|54.218442|-13.4312755
gb|crawford|Crawford|W5||55.466667|-3.65|55.466667,-3.65|crawford|us|crawford|Crawford|FL||30.508611100000003|-81.8811111|30.5086111,-81.8811111|54.218442|-13.4312755
gb|crawford|Crawford|W5||55.466667|-3.65|55.466667,-3.65|crawford|us|crawford|Crawford|OH||40.3013889|-80.98777779999999|40.3013889,-80.9877778|54.218442|-13.4312755
gb|crawford|Crawford|W5||55.466667|-3.65|55.466667,-3.65|crawford|us|crawford|Crawford|WV||38.8719444|-80.4369444|38.8719444,-80.4369444|54.218442|-13.4312755
gb|crawford|Crawford|W5||55.466667|-3.65|55.466667,-3.65|crawford|us|crawford|Crawford|NE||42.6830556|-103.4122222|42.6830556,-103.4122222|54.218442|-13.4312755
gb|crawford|Crawford|W5||55.466667|-3.65|55.466667,-3.65|crawford|us|crawford|Crawford|ME||45.0527778|-67.5519444|45.0527778,-67.5519444|54.218442|-13.4312755
gb|crawford|Crawford|W5||55.466667|-3.65|55.466667,-3.65|crawford|us|crawford|Crawford|OK||35.826944399999995|-99.7991667|35.8269444,-99.7991667|54.218442|-13.4312755
gb|crawford|Crawford|W5||55.466667|-3.65|55.466667,-3.65|crawford|us|crawford|Crawford|TN||36.2691667|-85.1608333|36.2691667,-85.1608333|54.218442|-13.4312755
gb|crawford|Crawford|W5||55.466667|-3.65|55.466667,-3.65|crawford|us|crawford|Crawford|AL||30.763888899999998|-88.2277778|30.7638889,-88.2277778|54.218442|-13.4312755
gb|crawford|Crawford|W5||55.466667|-3.65|55.466667,-3.65|crawford|us|crawford|Crawford|TX||31.5341667|-97.44277779999999|31.5341667,-97.4427778|54.218442|-13.4312755
gb|crawford|Crawford|W5||55.466667|-3.65|55.466667,-3.65|crawford|us|crawford|Crawford|MI||43.523888899999996|-84.7869444|43.5238889,-84.7869444|54.218442|-13.4312755
gb|greenfield|Greenfield|V3||57.05|-4.95|57.05,-4.95|greenfield|us|greenfield|Greenfield|MA|19753.0|42.5875|-72.6|42.5875,-72.6|54.218442|-13.4312755
gb|greenfield|Greenfield|V3||57.05|-4.95|57.05,-4.95|greenfield|us|greenfield|Greenfield|OK||35.7286111|-98.3775|35.7286111,-98.3775|54.218442|-13.4312755
gb|greenfield|Greenfield|V3||57.05|-4.95|57.05,-4.95|greenfield|us|greenfield|Greenfield|VA||36.6286111|-78.4138889|36.6286111,-78.4138889|54.218442|-13.4312755
gb|greenfield|Greenfield|V3||57.05|-4.95|57.05,-4.95|greenfield|us|greenfield|Greenfield|TN||36.1533333|-88.8005556|36.1533333,-88.8005556|54.218442|-13.4312755
gb|greenfield|Greenfield|V3||57.05|-4.95|57.05,-4.95|greenfield|us|greenfield|Greenfield|SD||42.8805556|-96.84527779999999|42.8805556,-96.8452778|54.218442|-13.4312755
gb|greenfield|Greenfield|V3||57.05|-4.95|57.05,-4.95|greenfield|us|greenfield|Greenfield|MO||37.4152778|-93.8408333|37.4152778,-93.8408333|54.218442|-13.4312755
gb|greenfield|Greenfield|V3||57.05|-4.95|57.05,-4.95|greenfield|us|greenfield|Greenfield|NY||43.1036111|-73.8644444|43.1036111,-73.8644444|54.218442|-13.4312755
gb|greenfield|Greenfield|V3||57.05|-4.95|57.05,-4.95|greenfield|us|greenfield|Greenfield|AR||35.6322222|-90.7125|35.6322222,-90.7125|54.218442|-13.4312755
gb|greenfield|Greenfield|V3||57.05|-4.95|57.05,-4.95|greenfield|us|greenfield|Greenfield|IN|16257.0|39.785|-85.7694444|39.785,-85.7694444|54.218442|-13.4312755
gb|greenfield|Greenfield|V3||57.05|-4.95|57.05,-4.95|greenfield|us|greenfield|Greenfield|PA||40.4213889|-79.9436111|40.4213889,-79.9436111|54.218442|-13.4312755
gb|greenfield|Greenfield|V3||57.05|-4.95|57.05,-4.95|greenfield|us|greenfield|Greenfield|ME||45.0472222|-68.4819444|45.0472222,-68.4819444|54.218442|-13.4312755
gb|greenfield|Greenfield|V3||57.05|-4.95|57.05,-4.95|greenfield|us|greenfield|Greenfield|FL||30.313611100000003|-82.56277779999999|30.3136111,-82.5627778|54.218442|-13.4312755
gb|greenfield|Greenfield|V3||57.05|-4.95|57.05,-4.95|greenfield|us|greenfield|Greenfield|OH||39.351944399999994|-83.3827778|39.3519444,-83.3827778|54.218442|-13.4312755
gb|greenfield|Greenfield|V3||57.05|-4.95|57.05,-4.95|greenfield|us|greenfield|Greenfield|AL||34.8277778|-86.4122222|34.8277778,-86.4122222|54.218442|-13.4312755
gb|greenfield|Greenfield|V3||57.05|-4.95|57.05,-4.95|greenfield|us|greenfield|Greenfield|IL||39.343611100000004|-90.2125|39.3436111,-90.2125|54.218442|-13.4312755
gb|greenfield|Greenfield|V3||57.05|-4.95|57.05,-4.95|greenfield|us|greenfield|Greenfield|LA||32.758055600000006|-91.2283333|32.7580556,-91.2283333|54.218442|-13.4312755
gb|greenfield|Greenfield|V3||57.05|-4.95|57.05,-4.95|greenfield|us|greenfield|Greenfield|MS||32.2491667|-90.05277779999999|32.2491667,-90.0527778|54.218442|-13.4312755
gb|greenfield|Greenfield|V3||57.05|-4.95|57.05,-4.95|greenfield|us|greenfield|Greenfield|WI|36493.0|42.961388899999996|-88.0125|42.9613889,-88.0125|54.218442|-13.4312755
gb|greenfield|Greenfield|V3||57.05|-4.95|57.05,-4.95|greenfield|us|greenfield|Greenfield|NM||33.1652778|-104.34861109999999|33.1652778,-104.3486111|54.218442|-13.4312755
gb|greenfield|Greenfield|V3||57.05|-4.95|57.05,-4.95|greenfield|us|greenfield|Greenfield|NH||42.9505556|-71.8727778|42.9505556,-71.8727778|54.218442|-13.4312755
gb|greenfield|Greenfield|V3||57.05|-4.95|57.05,-4.95|greenfield|us|greenfield|Greenfield|MN||45.103333299999996|-93.69111109999999|45.1033333,-93.6911111|54.218442|-13.4312755
gb|greenfield|Greenfield|V3||57.05|-4.95|57.05,-4.95|greenfield|us|greenfield|Greenfield|SC||33.5344444|-81.94111109999999|33.5344444,-81.9411111|54.218442|-13.4312755
gb|greenfield|Greenfield|V3||57.05|-4.95|57.05,-4.95|greenfield|us|greenfield|Greenfield|MT||47.64|-111.8586111|47.64,-111.8586111|54.218442|-13.4312755
gb|greenfield|Greenfield|V3||57.05|-4.95|57.05,-4.95|greenfield|us|greenfield|Greenfield|ND||47.27444439999999|-97.21722220000001|47.2744444,-97.2172222|54.218442|-13.4312755
gb|greenfield|Greenfield|V3||57.05|-4.95|57.05,-4.95|greenfield|us|greenfield|Greenfield|NJ||39.228333299999996|-74.70611109999999|39.2283333,-74.7061111|54.218442|-13.4312755
gb|greenfield|Greenfield|V3||57.05|-4.95|57.05,-4.95|greenfield|us|greenfield|Greenfield|CA|13117.0|36.3208333|-121.2427778|36.3208333,-121.2427778|54.218442|-13.4312755
gb|greenfield|Greenfield|V3||57.05|-4.95|57.05,-4.95|greenfield|us|greenfield|Greenfield|IA||41.3052778|-94.4611111|41.3052778,-94.4611111|54.218442|-13.4312755
gb|greenfield|Greenfield|V3||57.05|-4.95|57.05,-4.95|greenfield|us|greenfield|Greenfield|MD||39.5358333|-76.5355556|39.5358333,-76.5355556|54.218442|-13.4312755
gb|greenfield|Greenfield|V3||57.05|-4.95|57.05,-4.95|greenfield|us|greenfield|Greenfield|NC||36.06|-76.4558333|36.06,-76.4558333|54.218442|-13.4312755
gb|shoreham|Shoreham|G5||51.316666999999995|0.183333|51.316667,0.183333|shoreham|us|shoreham|Shoreham|MI||42.0594444|-86.51638890000001|42.0594444,-86.5163889|54.218442|-13.4312755
gb|shoreham|Shoreham|G5||51.316666999999995|0.183333|51.316667,0.183333|shoreham|us|shoreham|Shoreham|VT||43.8936111|-73.3163889|43.8936111,-73.3163889|54.218442|-13.4312755
gb|shoreham|Shoreham|G5||51.316666999999995|0.183333|51.316667,0.183333|shoreham|us|shoreham|Shoreham|MN||46.7575|-95.8986111|46.7575,-95.8986111|54.218442|-13.4312755
gb|shoreham|Shoreham|G5||51.316666999999995|0.183333|51.316667,0.183333|shoreham|us|shoreham|Shoreham|NY||40.957222200000004|-72.9080556|40.9572222,-72.9080556|54.218442|-13.4312755
gb|saint marys|Saint Marys|V9||58.9|-2.916667|58.9,-2.916667|saint marys|us|saint marys|Saint Marys|PA|14026.0|41.4277778|-78.56111109999999|41.4277778,-78.5611111|54.218442|-13.4312755
gb|saint marys|Saint Marys|V9||58.9|-2.916667|58.9,-2.916667|saint marys|us|saint marys|Saint Marys|OH||40.5422222|-84.3894444|40.5422222,-84.3894444|54.218442|-13.4312755
gb|saint marys|Saint Marys|V9||58.9|-2.916667|58.9,-2.916667|saint marys|us|saint marys|Saint Marys|IA||41.3080556|-93.7294444|41.3080556,-93.7294444|54.218442|-13.4312755
gb|saint marys|Saint Marys|V9||58.9|-2.916667|58.9,-2.916667|saint marys|us|saint marys|Saint Marys|WI||43.798055600000005|-90.68722220000001|43.7980556,-90.6872222|54.218442|-13.4312755
gb|saint marys|Saint Marys|V9||58.9|-2.916667|58.9,-2.916667|saint marys|us|saint marys|Saint Marys|AK||62.0530556|-163.1658333|62.0530556,-163.1658333|54.218442|-13.4312755
gb|saint marys|Saint Marys|V9||58.9|-2.916667|58.9,-2.916667|saint marys|us|saint marys|Saint Marys|CO||39.8166667|-105.64694440000001|39.8166667,-105.6469444|54.218442|-13.4312755
gb|saint marys|Saint Marys|V9||58.9|-2.916667|58.9,-2.916667|saint marys|us|saint marys|Saint Marys|IN||39.347777799999996|-85.10888890000001|39.3477778,-85.1088889|54.218442|-13.4312755
gb|saint marys|Saint Marys|V9||58.9|-2.916667|58.9,-2.916667|saint marys|us|saint marys|Saint Marys|TN||35.1736111|-85.9416667|35.1736111,-85.9416667|54.218442|-13.4312755
gb|saint marys|Saint Marys|V9||58.9|-2.916667|58.9,-2.916667|saint marys|us|saint marys|Saint Marys|KS||39.194166700000004|-96.0708333|39.1941667,-96.0708333|54.218442|-13.4312755
gb|saint marys|Saint Marys|V9||58.9|-2.916667|58.9,-2.916667|saint marys|us|saint marys|Saint Marys|WV||39.3916667|-81.20527779999999|39.3916667,-81.2052778|54.218442|-13.4312755
gb|saint marys|Saint Marys|V9||58.9|-2.916667|58.9,-2.916667|saint marys|us|saint marys|Saint Marys|GA|17040.0|30.7302778|-81.5466667|30.7302778,-81.5466667|54.218442|-13.4312755
gb|tavistock|Tavistock|D4||50.545556|-4.144444|50.545556,-4.144444|tavistock|us|tavistock|Tavistock|NJ||39.8761111|-75.03|39.8761111,-75.03|54.218442|-13.4312755
gb|tavistock|Tavistock|D4||50.545556|-4.144444|50.545556,-4.144444|tavistock|us|tavistock|Tavistock|DE||39.805555600000005|-75.5583333|39.8055556,-75.5583333|54.218442|-13.4312755
gb|fain|Fain|V3||57.766667000000005|-5.133333|57.766667,-5.133333|fain|us|fain|Fain|GA||34.8244444|-83.87138890000001|34.8244444,-83.8713889|54.218442|-13.4312755
gb|saint peters|Saint Peters|I7||54.966667|-1.5666669999999991|54.966667,-1.566667|saint peters|us|saint peters|Saint Peters|PA||40.18|-75.73111109999999|40.18,-75.7311111|54.218442|-13.4312755
gb|saint peters|Saint Peters|I7||54.966667|-1.5666669999999991|54.966667,-1.566667|saint peters|us|saint peters|Saint Peters|MO|53779.0|38.800277799999996|-90.62638890000001|38.8002778,-90.6263889|54.218442|-13.4312755
gb|saint peters|Saint Peters|I7||54.966667|-1.5666669999999991|54.966667,-1.566667|saint peters|us|saint peters|Saint Peters|TN||35.6172222|-89.38722220000001|35.6172222,-89.3872222|54.218442|-13.4312755
gb|radcliffe|Radcliffe|C1|35638.0|53.55|-2.333333|53.55,-2.333333|radcliffe|us|radcliffe|Radcliffe|MD||38.6091667|-76.61527779999999|38.6091667,-76.6152778|54.218442|-13.4312755
gb|radcliffe|Radcliffe|C1|35638.0|53.55|-2.333333|53.55,-2.333333|radcliffe|us|radcliffe|Radcliffe|IA||42.3152778|-93.4341667|42.3152778,-93.4341667|54.218442|-13.4312755
gb|saint davids|Saint Davids|V1||56.033333|-3.35|56.033333,-3.35|saint davids|us|saint davids|Saint Davids|PA||40.040833299999996|-75.3788889|40.0408333,-75.3788889|54.218442|-13.4312755
gb|aberdeen|Aberdeen|T5|183791.0|57.13333299999999|-2.1|57.133333,-2.1|aberdeen|us|aberdeen|Aberdeen|FL||26.5502778|-80.1488889|26.5502778,-80.1488889|54.218442|-13.4312755
gb|aberdeen|Aberdeen|T5|183791.0|57.13333299999999|-2.1|57.133333,-2.1|aberdeen|us|aberdeen|Aberdeen|AR||34.603333299999996|-91.3416667|34.6033333,-91.3416667|54.218442|-13.4312755
gb|aberdeen|Aberdeen|T5|183791.0|57.13333299999999|-2.1|57.133333,-2.1|aberdeen|us|aberdeen|Aberdeen|MT||45.054444399999994|-107.3563889|45.0544444,-107.3563889|54.218442|-13.4312755
gb|aberdeen|Aberdeen|T5|183791.0|57.13333299999999|-2.1|57.133333,-2.1|aberdeen|us|aberdeen|Aberdeen|MS||33.825|-88.54361109999999|33.825,-88.5436111|54.218442|-13.4312755
gb|aberdeen|Aberdeen|T5|183791.0|57.13333299999999|-2.1|57.133333,-2.1|aberdeen|us|aberdeen|Aberdeen|MA||42.34444439999999|-71.15|42.3444444,-71.15|54.218442|-13.4312755
gb|aberdeen|Aberdeen|T5|183791.0|57.13333299999999|-2.1|57.133333,-2.1|aberdeen|us|aberdeen|Aberdeen|OH||38.65555560000001|-83.7611111|38.6555556,-83.7611111|54.218442|-13.4312755
gb|aberdeen|Aberdeen|T5|183791.0|57.13333299999999|-2.1|57.133333,-2.1|aberdeen|us|aberdeen|Aberdeen|CA||36.978055600000005|-118.2525|36.9780556,-118.2525|54.218442|-13.4312755
gb|aberdeen|Aberdeen|T5|183791.0|57.13333299999999|-2.1|57.133333,-2.1|aberdeen|us|aberdeen|Aberdeen|MD|14437.0|39.50944439999999|-76.16444440000001|39.5094444,-76.1644444|54.218442|-13.4312755
gb|aberdeen|Aberdeen|T5|183791.0|57.13333299999999|-2.1|57.133333,-2.1|aberdeen|us|aberdeen|Aberdeen|WA|16055.0|46.97555560000001|-123.81444440000001|46.9755556,-123.8144444|54.218442|-13.4312755
gb|aberdeen|Aberdeen|T5|183791.0|57.13333299999999|-2.1|57.133333,-2.1|aberdeen|us|aberdeen|Aberdeen|GA||33.408888899999994|-84.60194440000001|33.4088889,-84.6019444|54.218442|-13.4312755
